NAV,High_Water_Mark,Drawdown,Equity_Pct,Crypto_Pct,Defensive_Pct,Cash_Pct,Regime,Regime_Score,Equity_Ceiling,PDS_Status,PDS_Ceiling,Effective_Ceiling,PTRH_Value,PTRH_Notional,PTRH_Net_Cost,SLOF_Active,SLOF_Leverage,SLOF_Notional,PERM_Income,FEM_Score,FEM_Status,SSL_Worst_Scenario,SSL_Worst_Loss_Pct,VIX,HY_Spread,PMI,TNX_Yield,Total_Slippage,SPY_Price,QQQ_Price,BTC_Price,ARES_Tranche,ARES_Gates_Cleared,PCR_Status,PCR_Value,Shutdown_Status,Shutdown_Days,Correlation_Status,Equity_Crypto_Corr,Incap_Tier,CDM_Alerts,TDC_Reviews,JPVI_Count,SCCR_Count,PFVT_Count,ELVT_Count,Margin_Stress,Dealer_Gamma,RPE_Up_Prob,AUP_SLOF_Mult
453500088.2357025,500000000.0,-0.09299982352859493,0.3180513419136877,0.23155379972428716,0.15113913400841547,0.29878064575101876,RISK_ON,0.2098771919711513,1.0,WARNING,1.0,0.6,215448.188193908,5984000,13473.936426797172,False,1.0,0.0,0.0,0.5498663713853044,NORMAL,S2,-0.24720443373996132,25.7,425.5096056662046,58.6,2.05,474659.62824631925,420.825439453125,346.8262023925781,44575.203125,0,3,CAUTIOUS,0.85,CLEAR,1443,CONTAGION,0.824,0,0,0,0,0,0,0,ELEVATED,NEUTRAL,0.45,1.0
451796120.12789065,500000000.0,-0.09640775974421867,0.3291028179973408,0.22922897513285728,0.1525871649825454,0.28862896377372776,RISK_ON,0.2027629420375183,1.0,WARNING,1.0,0.7086867023466448,204247.13768705147,5984000,13473.936426797172,False,1.0,0.0,0.0,0.5473083205536673,NORMAL,S2,-0.24989183749253682,24.29,422.3370462530068,58.6,2.03,482291.58514352865,421.2970886230469,346.73858642578125,43961.859375,1,4,CAUTIOUS,0.85,CLEAR,1442,CONTAGION,0.823,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
435848604.5073639,500000000.0,-0.1283027909852722,0.308908437369999,0.21911027358016605,0.1590392567932872,0.31277741626551847,RISK_ON,0.23420955057848403,1.0,DELEVERAGE_1,0.6,0.6,71747.64996972587,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.5414332052493747,NORMAL,S2,-0.23871317397337713,28.11,426.17664208904705,58.6,1.97,496473.7666997881,412.29754638671875,336.42523193359375,40538.01171875,0,2,CAUTIOUS,0.85,CLEAR,1441,CONTAGION,0.834,0,0,0,0,0,0,0,ELEVATED,NEUTRAL,0.45,1.0
432538059.1550826,500000000.0,-0.13492388168983482,0.3055794783503822,0.21802576287349884,0.1610382945288417,0.31517134160873345,RISK_ON,0.22830348906606965,1.0,DELEVERAGE_1,0.6,0.6,80072.58678142891,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.5237021903551708,NORMAL,S2,-0.2373780687709119,27.75,426.93438653868753,58.6,1.92,496473.7666997881,409.6278991699219,332.5881652832031,40030.9765625,0,2,CAUTIOUS,0.85,CLEAR,1440,CONTAGION,0.836,0,0,0,0,0,0,0,ELEVATED,NEUTRAL,0.45,1.0
426361082.3120086,500000000.0,-0.1472778353759827,0.30455663887512097,0.21154302299160593,0.16394171352214618,0.3197374386553045,RISK_ON,0.23785285471692844,1.0,DELEVERAGE_1,0.6,0.6,94305.0835166778,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.5162138411185835,NORMAL,S2,-0.23390823077893505,28.81,427.70713881392834,58.6,1.94,496473.7666997881,405.2318420410156,329.247802734375,38286.02734375,0,2,CAUTIOUS,0.85,CLEAR,1436,CONTAGION,0.833,0,0,0,0,0,0,0,ELEVATED,NEUTRAL,0.45,1.0
416373660.53834826,500000000.0,-0.16725267892330353,0.293989941192301,0.21101902184701088,0.16723128137129395,0.32740687829409326,RISK_ON,0.2534036797920975,1.0,DELEVERAGE_1,0.6,0.6,146928.81116533626,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.5051872321434112,NORMAL,S2,-0.23013977498808774,31.02,422.0537520344482,58.6,1.99,496473.7666997881,398.0436096191406,320.81396484375,37296.5703125,0,2,CAUTIOUS,0.85,CLEAR,1435,CONTAGION,0.832,0,0,0,0,0,0,0,ELEVATED,NEGATIVE,0.45,1.0
424354085.6425474,500000000.0,-0.1512918287149051,0.3013594808344028,0.2128021212027195,0.1643677945811126,0.3212496474361192,RISK_ON,0.24748475541745005,1.0,DELEVERAGE_1,0.6,0.6,93763.55828188,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.514275234207819,NORMAL,S2,-0.23327543157275976,30.32,420.18889587862304,58.6,1.96,496473.7666997881,404.033935546875,331.5947570800781,38332.609375,0,2,CAUTIOUS,0.85,CLEAR,1434,CONTAGION,0.832,0,0,0,0,0,0,0,ELEVATED,NEGATIVE,0.45,1.0
428403335.77889055,500000000.0,-0.14319332844221888,0.3034371227707867,0.21563868777348918,0.16257418241549318,0.3182132094113876,RISK_ON,0.22842011842163756,1.0,DELEVERAGE_1,0.6,0.6,58604.56052317147,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.5191468285994499,NORMAL,S2,-0.23534338355503653,27.59,418.95617263853194,58.6,1.97,496473.7666997881,412.94842529296875,336.73675537109375,39214.21875,0,2,CAUTIOUS,0.85,CLEAR,1433,CONTAGION,0.832,0,0,0,0,0,0,0,ELEVATED,NEUTRAL,0.45,1.0
440201478.07011074,500000000.0,-0.11959704385977854,0.30681263050052476,0.23115334713400973,0.16027309560579536,0.3016075659829038,RISK_ON,0.26711200146716974,1.0,WARNING,1.0,0.6,67509.64061060193,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.5299797303972874,NORMAL,S2,-0.2446882152440886,30.15,426.66285704500865,58.6,1.83,505340.3603604923,411.8918762207031,337.7399597167969,43193.234375,0,3,CAUTIOUS,0.85,CLEAR,1430,CONTAGION,0.844,0,0,0,0,0,0,0,ELEVATED,NEGATIVE,0.45,1.0
439672114.6118298,500000000.0,-0.12065577077634038,0.29718503252336465,0.237654510571898,0.1629545054412833,0.30197070027972717,RISK_ON,0.2898074378036477,1.0,DELEVERAGE_1,0.6,0.6,103433.38541411265,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.5349653943375334,NORMAL,S2,-0.24509763363391984,33.32,431.4528801592836,57.1,1.72,505340.3603604923,405.6186828613281,332.5686340332031,44354.63671875,0,2,CAUTIOUS,0.85,CLEAR,1429,CONTAGION,0.84,0,0,0,0,0,0,0,ELEVATED,NEGATIVE,0.45,1.0
441058609.28190935,500000000.0,-0.11788278143618136,0.3046473608379889,0.23460793388160997,0.1595708645974757,0.30102143694454436,RISK_ON,0.2636728021262344,1.0,WARNING,1.0,0.6,67218.98089971846,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.5393374917695937,NORMAL,S2,-0.24521709107009923,30.74,417.7106200482116,57.1,1.86,505340.3603604923,413.0804748535156,338.1489562988281,43924.1171875,0,3,CAUTIOUS,0.85,CLEAR,1428,CONTAGION,0.84,0,0,0,0,0,0,0,ELEVATED,NEGATIVE,0.45,1.0
433760810.5177401,500000000.0,-0.13247837896451986,0.29992785469805483,0.2305587680414583,0.16324571628163032,0.306085965175899,RISK_ON,0.2574818436856801,1.0,DELEVERAGE_1,0.6,0.6,78812.51875853077,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.5305830274487211,NORMAL,S2,-0.24196872826875826,30.48,422.89831599096794,57.1,1.86,505340.3603604923,411.0240783691406,333.31854248046875,42451.7890625,0,2,CAUTIOUS,0.85,CLEAR,1427,CONTAGION,0.843,0,0,0,0,0,0,0,ELEVATED,NEGATIVE,0.45,1.0
423322929.9372842,500000000.0,-0.1533541401254317,0.2991243083651543,0.19995948938439714,0.16923973617578097,0.33142931104403844,RISK_ON,0.2738192184473908,1.0,DELEVERAGE_1,0.6,0.6,104626.39171465836,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.5170293046725294,NORMAL,S2,-0.226272306920261,31.98,428.6987024985811,57.1,1.74,524221.3896222847,407.6846008300781,328.48809814453125,39137.60546875,0,2,CAUTIOUS,0.85,CLEAR,1426,CONTAGION,0.85,0,0,0,0,0,0,0,ELEVATED,NEGATIVE,0.45,1.0
416153719.9915186,500000000.0,-0.16769256001696276,0.29110049793865383,0.197814367128449,0.17348624635983398,0.3371389471686502,RISK_ON,0.3190616266292546,1.0,DELEVERAGE_1,0.6,0.6,191406.32642461546,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.4891398407324037,NORMAL,S2,-0.22250594291781442,36.45,426.0372246857554,57.1,1.78,524221.3896222847,395.6663818359375,316.3730773925781,38062.0390625,0,2,CAUTIOUS,0.85,CLEAR,1423,CONTAGION,0.828,0,0,0,0,0,0,0,ACTIVE,NEGATIVE,0.45,1.0
419899179.92033446,500000000.0,-0.16020164015933114,0.29286915016537357,0.1995278580547723,0.17302486533038883,0.33413170048314134,RISK_ON,0.30301090798776736,1.0,DELEVERAGE_1,0.6,0.6,187453.8971545442,5211600,-249990.03386706492,False,1.0,0.0,0.0,0.49261692520700895,NORMAL,S2,-0.2235406057306044,35.13,424.14317997961234,57.1,1.86,524221.3896222847,392.6665954589844,314.90252685546875,38737.26953125,0,2,CAUTIOUS,0.85,CLEAR,1422,CONTAGION,0.829,0,0,0,0,0,0,0,ACTIVE,NEGATIVE,0.45,1.0
