Date,NAV,High_Water_Mark,Drawdown,Equity_Pct,Crypto_Pct,Defensive_Pct,Cash_Pct,Regime,Regime_Score,Equity_Ceiling,PDS_Status,PDS_Ceiling,Effective_Ceiling,PTRH_Value,PTRH_Notional,PTRH_Net_Cost,SLOF_Active,SLOF_Leverage,SLOF_Notional,PERM_Income,FEM_Score,FEM_Status,SSL_Worst_Scenario,SSL_Worst_Loss_Pct,VIX,HY_Spread,PMI,TNX_Yield,Total_Slippage,SPY_Price,QQQ_Price,BTC_Price,Delev_Score,Micro_Score,EDR_Crypto_Stress,Crypto_Target_Pct,ARES_Tranche,ARES_Gates_Cleared,PCR_Status,PCR_Value,Shutdown_Status,Shutdown_Days,Correlation_Status,Equity_Crypto_Corr,Incap_Tier,CDM_Alerts,TDC_Reviews,JPVI_Count,SCCR_Count,PFVT_Count,ELVT_Count,Margin_Stress,Dealer_Gamma,RPE_Up_Prob,AUP_SLOF_Mult
2025-09-30,507761359.8640812,507757297.4428751,8.000714566858136e-06,0.5871977007914938,0.1945737089957241,0.1394633534750729,0.07875723608715304,RISK_ON,0.27187622164175046,1.0,NORMAL,1.0,1.0,4062.421206124803,5989000,10118.705250677203,False,1.0,0.0,0.0,0.7817776645171242,ALERT,S2,-0.31304743601848806,16.28,280.0,49.1,4.16,0.0,662.4082641601562,598.8424072265625,114056.0859375,0.21013765,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,120,ELEVATED,0.741,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-01,519276440.53958434,519273235.3257591,6.172499576573287e-06,0.5881102565719267,0.19792039445783868,0.13695240118223675,0.0770107753265207,RISK_ON,0.2490876782609333,1.0,NORMAL,1.0,1.0,3205.2138252522705,5989000,10118.705250677203,False,1.0,0.0,0.0,0.7860355028036262,ALERT,S2,-0.31502625665012063,16.29,281.0,48.7,4.12,0.0,664.6654663085938,601.7150268554688,118648.9296875,0.24582340629957378,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,119,CONTAGION,0.816,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.0,1.0
2025-10-02,523129258.07900435,523126308.4760717,5.638414441788697e-06,0.5873802441934705,0.19982791630573238,0.1363426058170597,0.07644359530108703,RISK_ON,0.25324839254664766,1.0,NORMAL,1.0,1.0,2949.60293264748,5989000,10118.705250677203,False,1.0,0.0,0.0,0.7872125991050638,ALERT,S2,-0.3158502003528494,16.63,281.0,48.7,4.1,0.0,665.4309692382812,604.188720703125,120681.2578125,0.2887858112995738,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,118,CONTAGION,0.819,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-03,521142939.84042746,523126308.4760717,-0.0037913762001801077,0.5827946336875697,0.20322450522327776,0.1372394780431818,0.07673495741301631,RISK_ON,0.24214363369364322,1.0,NORMAL,1.0,1.0,3348.673248168113,5989000,10118.705250677203,False,1.0,0.0,0.0,0.7860241896137831,ALERT,S2,-0.31612639779339535,16.65,280.0,48.7,4.13,0.0,665.421142578125,601.645263671875,122266.53125,0.45,0.5,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,117,ELEVATED,0.77,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-06,536284443.26412904,536379956.97247964,-0.00017807098701028146,0.5893710833916588,0.020003562054038696,0.1347365347574763,0.25588542399195413,RISK_ON,0.23010198228576603,1.0,NORMAL,1.0,1.0,1821.1173252820804,5989000,10118.705250677203,False,1.0,0.0,0.0,0.7907323206891201,ALERT,S8,-0.25078263315938926,16.37,276.0,48.7,4.18,97334.82567585728,667.8074951171875,606.1636962890625,124752.53125,0.55,0.64,True,0.02,3,4,CAUTIOUS,0.85,CLEAR,114,ELEVATED,0.718,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-07,532589679.85325015,536379956.97247964,-0.007066403339571425,0.5870159166280753,0.0196093359812101,0.13570836035521966,0.2576605918889423,RISK_ON,0.24104484248038074,1.0,NORMAL,1.0,1.0,3086.4352471548054,5989000,10118.705250677203,False,1.0,0.0,0.0,0.6066287681118997,ALERT,S8,-0.24976032272049745,17.24,282.0,48.7,4.14,97334.82567585728,665.3316040039062,602.9718627929688,121451.3828125,0.56,0.65,True,0.02,3,4,CAUTIOUS,0.85,CLEAR,113,ELEVATED,0.741,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-08,547431459.7251023,547430302.7797172,2.1134112948573147e-06,0.5969078668455772,0.019376695243357098,0.1330383409842168,0.2506749835200204,RISK_ON,0.23258530188618906,1.0,NORMAL,1.0,1.0,1156.9453851455062,5989000,10118.705250677203,False,1.0,0.0,0.0,0.6162858645516887,ALERT,S8,-0.25337579753188827,16.3,284.0,48.7,4.13,97334.82567585728,669.2990112304688,609.8842163085938,123354.8671875,0.58,0.67,True,0.02,3,4,CAUTIOUS,0.85,CLEAR,112,ELEVATED,0.712,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.0,1.0
2025-10-09,547090131.8970839,547430302.7797172,-0.0006213957848260065,0.5978919832441751,0.019129552064131694,0.13214486415573914,0.25083137886088813,RISK_ON,0.2303210207495399,1.0,NORMAL,1.0,1.0,1215.4565048229724,5989000,10118.705250677203,False,1.0,0.0,0.0,0.6170229061327125,ALERT,S8,-0.2537332129448343,16.43,295.0,48.7,4.14,97334.82567585728,667.3600463867188,609.1461181640625,121705.5859375,0.6,0.68,True,0.02,3,4,CAUTIOUS,0.85,CLEAR,111,ELEVATED,0.716,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-10,528307105.9655859,547430302.7797172,-0.034932660316808195,0.5740964397710344,0.018427578150816443,0.1352410029313812,0.2721971081276012,WATCH,0.2528591266687878,1.0,NORMAL,1.0,1.0,20007.528535963895,5989000,10118.705250677203,False,1.0,0.0,0.0,0.6050116219575367,ALERT,S8,-0.24442195971933572,21.66,318.0,48.7,4.05,119843.99196223517,649.32275390625,588.0000610351562,113214.3671875,0.72,0.8,True,0.02,3,4,CAUTIOUS,0.85,CLEAR,110,CONTAGION,0.825,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-13,540482419.8241371,547430302.7797172,-0.012691812857820395,0.5813938025324473,0.01833968843226135,0.1341923266705757,0.26606539116274247,WATCH,0.2502103095155837,1.0,NORMAL,1.0,1.0,4751.490115477702,5989000,10118.705250677203,False,1.0,0.0,0.0,0.5997387633893088,ALERT,S8,-0.24709481540468622,19.03,318.0,48.7,4.05,119843.99196223517,659.2860107421875,600.4782104492188,115271.078125,0.5254733112995738,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,107,CONTAGION,0.825,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-14,529819334.2281547,547430302.7797172,-0.03217024790578504,0.5731654213841878,0.01835944867191436,0.13703747034452954,0.2714201939357102,WATCH,0.3265446977248284,1.0,NORMAL,1.0,1.0,9253.64629120785,5989000,10118.705250677203,False,1.0,0.0,0.0,0.5915352016109754,ALERT,S8,-0.24397739658863724,20.81,311.0,48.7,4.03,119843.99196223517,658.4805908203125,596.4784545898438,113118.6640625,0.5254733112995738,0.12,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,106,CONTAGION,0.82,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-15,537056557.8566692,547430302.7797172,-0.018949891648987416,0.5784448488323252,0.017738092335333903,0.1360420646583694,0.26776261148546154,WATCH,0.3432699657629616,1.0,NORMAL,1.0,1.0,6650.2040681767685,5989000,10118.705250677203,False,1.0,0.0,0.0,0.596190323606729,ALERT,S8,-0.24585536560920995,20.64,295.0,48.7,4.05,119843.99196223517,661.4039916992188,600.6876831054688,110783.1640625,0.5254733112995738,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,105,ELEVATED,0.775,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-16,538107621.2292855,547430302.7797172,-0.017029896779724107,0.5792791506876187,0.017288417747140315,0.13615785849597092,0.2672396018450377,WATCH,0.36040623033923924,1.0,NORMAL,1.0,1.0,18818.282283078748,5989000,10118.705250677203,False,1.0,0.0,0.0,0.5965884318625843,ALERT,S8,-0.24587166535138225,25.31,304.0,48.7,3.99,119843.99196223517,656.899658203125,598.46337890625,108186.0390625,0.5254733112995738,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,104,ELEVATED,0.766,0,0,0,0,0,0,0,NORMAL,NEUTRAL,0.45,1.0
2025-10-17,535990372.4331438,547430302.7797172,-0.020897510219080373,0.5785506040108743,0.01708104422329986,0.13606275726166756,0.26829524156244394,WATCH,0.3103768960079496,1.0,NORMAL,1.0,1.0,5549.077085244534,5989000,10118.705250677203,False,1.0,0.0,0.0,0.5956378148377541,ALERT,S8,-0.24562881939122883,20.78,304.0,48.7,4.02,119843.99196223517,660.62841796875,602.393310546875,106467.7890625,0.5254733112995738,0.12,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,103,ELEVATED,0.769,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-20,540622948.725602,547430302.7797172,-0.012435106386236017,0.5794618436356384,0.017590182622207837,0.13694980700306775,0.265996230433946,WATCH,0.29222855141200976,1.0,NORMAL,1.0,1.0,1046.8109944329221,5989000,10118.705250677203,False,1.0,0.0,0.0,0.597053182334992,ALERT,S8,-0.2461298600797564,18.23,299.0,48.7,4.0,119843.99196223517,667.499267578125,609.9839477539062,110588.9296875,0.5464733112995738,0.12,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,100,ELEVATED,0.751,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-21,536140893.17350215,547430302.7797172,-0.020622551489916097,0.5781095128790502,0.0173984862823619,0.1362705708580233,0.26821991808141726,WATCH,0.30625221822818105,1.0,NORMAL,1.0,1.0,810.5909592099662,5989000,10118.705250677203,False,1.0,0.0,0.0,0.5955088995108095,ALERT,S8,-0.24575107401498766,17.87,297.0,48.7,3.98,119843.99196223517,667.4892578125,609.8244018554688,108476.890625,0.4814733112995737,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,99,ELEVATED,0.756,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-22,530408336.8126469,547430302.7797172,-0.031094307130308474,0.5740485875016392,0.017458724151775,0.1373708049215691,0.2711187899331408,WATCH,0.314417983261934,1.0,NORMAL,1.0,1.0,1640.813880810839,5989000,10118.705250677203,False,1.0,0.0,0.0,0.591509141482138,ALERT,S8,-0.24418162548568703,18.6,301.0,48.7,3.97,119843.99196223517,664.0191040039062,603.9493408203125,107688.5859375,0.2799370912995738,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,98,ELEVATED,0.75,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-23,539078024.2391998,547430302.7797172,-0.01525724553081298,0.5801804899546602,0.01755777301011884,0.13550222998161218,0.26675853954544815,WATCH,0.31428346050871264,1.0,NORMAL,1.0,1.0,521.5623875775644,5989000,10118.705250677203,False,1.0,0.0,0.0,0.597738841281986,ALERT,S8,-0.24655517858323436,17.3,296.0,48.7,4.01,119843.99196223517,667.9566650390625,609.0264282226562,110069.7265625,0.2569977612995738,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,97,ELEVATED,0.759,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.45,1.0
2025-10-24,546165449.6222084,547430302.7797172,-0.002310528209867546,0.5853183266584374,0.017481738807735316,0.1339027979045643,0.26329689391111427,WATCH,0.31730578180502517,1.0,NORMAL,1.0,1.0,132.56426684901706,5989000,10118.705250677203,False,1.0,0.0,0.0,0.6028002117767243,ALERT,S8,-0.248464173136139,16.37,288.0,48.7,4.02,119843.99196223517,673.4155883789062,615.52978515625,111033.921875,0.24995161129957377,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,96,ELEVATED,0.76,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.0,1.0
2025-10-27,555454126.9871172,555214366.9310313,0.00043183330685603316,0.5918572009171005,0.017667055716489556,0.13115023023268316,0.2593254913254529,WATCH,0.3002193195593219,1.0,NORMAL,1.0,1.0,12.113495677580058,5989000,10118.705250677203,False,1.0,0.0,239747.94259006143,0.6097874695089411,ALERT,S8,-0.2509483092857346,15.79,280.0,48.7,4.01,119843.99196223517,681.3603515625,626.4918823242188,114119.328125,0.2328235662995738,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,93,ELEVATED,0.768,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.0,1.0
2025-10-28,557857774.4428812,557857765.1304318,1.669323257402766e-08,0.5940524426593227,0.017411637471301627,0.13032777022767394,0.2582081329484693,WATCH,0.27610277500248903,1.0,NORMAL,1.0,1.0,9.312449495649792,5989000,10118.705250677203,False,1.0,0.0,239747.94259006143,0.6114640903379364,ALERT,S8,-0.25175608965259944,16.42,282.0,48.7,3.99,119843.99196223517,683.1700439453125,631.3095703125,112956.1640625,0.5014733112995737,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,92,ELEVATED,0.77,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.0,1.0
2025-10-29,565975648.8105739,565975640.7055007,1.4320533647804723e-08,0.600492850255266,0.01672116009281013,0.12828136070282994,0.2545046146285606,WATCH,0.27233109764074054,1.0,NORMAL,1.0,1.0,8.105073192467511,5989000,10118.705250677203,False,1.0,0.0,239747.94259006143,0.61721401918691,ALERT,S8,-0.25406382609205275,16.92,276.0,48.7,4.08,119843.99196223517,683.4981689453125,634.15234375,110055.3046875,0.14429161129957377,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,91,ELEVATED,0.727,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.0,1.0
2025-10-30,557588635.099056,565975640.7055007,-0.014818668867073725,0.5772141455418737,0.20004320336124504,0.13069474331804967,0.0920184572092079,RISK_ON,0.2393225601923685,1.0,NORMAL,1.0,1.0,16421.302919384634,6687800,26517.660806549622,False,1.0,0.0,239747.94259006143,0.6110565090227507,ALERT,S2,-0.31170959950812616,16.91,285.0,48.7,4.11,240314.85546710365,675.98095703125,624.45703125,108305.546875,0.16789900129957377,0.03,False,0.2,3,4,CAUTIOUS,0.85,CLEAR,90,ELEVATED,0.726,0,0,0,0,0,0,0,NORMAL,POSITIVE,0.0,1.0
